filename,Conference,Year,Number of Figures,Paper Title,Paper DOI,Author,paper_url,Paper type,Keywords Author,thumb_url,url
2008 Bachthaler 10.1109/TVCG.2008.119 1.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%201.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%201.png
2008 Bachthaler 10.1109/TVCG.2008.119 10.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%2010.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%2010.png
2008 Bachthaler 10.1109/TVCG.2008.119 2.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%202.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%202.png
2008 Bachthaler 10.1109/TVCG.2008.119 3.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%203.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%203.png
2008 Bachthaler 10.1109/TVCG.2008.119 4.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%204.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%204.png
2008 Bachthaler 10.1109/TVCG.2008.119 5.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%205.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%205.png
2008 Bachthaler 10.1109/TVCG.2008.119 6.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%206.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%206.png
2008 Bachthaler 10.1109/TVCG.2008.119 7.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%207.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%207.png
2008 Bachthaler 10.1109/TVCG.2008.119 8.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%208.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%208.png
2008 Bachthaler 10.1109/TVCG.2008.119 9.png,Vis,2008,10,Continuous Scatterplots,10.1109/TVCG.2008.119,Sven Bachthaler;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2008.119,J,"Scatterplot, histogram, continuous frequency plot, interpolation",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bachthaler%2010.1109:TVCG.2008.119%209.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bachthaler%2010.1109:TVCG.2008.119%209.png
2008 Blaas 10.1109/TVCG.2008.131 1.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%201.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%201.png
2008 Blaas 10.1109/TVCG.2008.131 10.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%2010.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%2010.png
2008 Blaas 10.1109/TVCG.2008.131 11.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%2011.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%2011.png
2008 Blaas 10.1109/TVCG.2008.131 12.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%2012.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%2012.png
2008 Blaas 10.1109/TVCG.2008.131 13.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%2013.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%2013.png
2008 Blaas 10.1109/TVCG.2008.131 2.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%202.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%202.png
2008 Blaas 10.1109/TVCG.2008.131 3.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%203.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%203.png
2008 Blaas 10.1109/TVCG.2008.131 4.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%204.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%204.png
2008 Blaas 10.1109/TVCG.2008.131 5.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%205.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%205.png
2008 Blaas 10.1109/TVCG.2008.131 6.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%206.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%206.png
2008 Blaas 10.1109/TVCG.2008.131 7.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%207.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%207.png
2008 Blaas 10.1109/TVCG.2008.131 8.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%208.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%208.png
2008 Blaas 10.1109/TVCG.2008.131 9.png,Vis,2008,13,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,10.1109/TVCG.2008.131,Jorik Blaas;Charl P. Botha;Frits H. Post,http://dx.doi.org/10.1109/TVCG.2008.131,J,"Parallel coordinate plots, time-varying, multi-field, linked related views",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Blaas%2010.1109:TVCG.2008.131%209.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Blaas%2010.1109:TVCG.2008.131%209.png
2008 Bürger 10.1109/TVCG.2008.120 1.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%201.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%201.png
2008 Bürger 10.1109/TVCG.2008.120 10.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%2010.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%2010.png
2008 Bürger 10.1109/TVCG.2008.120 2.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%202.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%202.png
2008 Bürger 10.1109/TVCG.2008.120 3.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%203.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%203.png
2008 Bürger 10.1109/TVCG.2008.120 4.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%204.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%204.png
2008 Bürger 10.1109/TVCG.2008.120 5.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%205.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%205.png
2008 Bürger 10.1109/TVCG.2008.120 6.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%206.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%206.png
2008 Bürger 10.1109/TVCG.2008.120 7.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%207.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%207.png
2008 Bürger 10.1109/TVCG.2008.120 8.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%208.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%208.png
2008 Bürger 10.1109/TVCG.2008.120 9.png,Vis,2008,10,Direct Volume Editing,10.1109/TVCG.2008.120,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2008.120,J,"Volume editing, GPU, painting, carving, annotations",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Bürger%2010.1109:TVCG.2008.120%209.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Bürger%2010.1109:TVCG.2008.120%209.png
2008 Caban 10.1109/TVCG.2008.169 1.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%201.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%201.png
2008 Caban 10.1109/TVCG.2008.169 10.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%2010.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%2010.png
2008 Caban 10.1109/TVCG.2008.169 11.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%2011.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%2011.png
2008 Caban 10.1109/TVCG.2008.169 12.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%2012.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%2012.png
2008 Caban 10.1109/TVCG.2008.169 13.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%2013.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%2013.png
2008 Caban 10.1109/TVCG.2008.169 14.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%2014.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%2014.png
2008 Caban 10.1109/TVCG.2008.169 2.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%202.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%202.png
2008 Caban 10.1109/TVCG.2008.169 3.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%203.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%203.png
2008 Caban 10.1109/TVCG.2008.169 4.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%204.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%204.png
2008 Caban 10.1109/TVCG.2008.169 5.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%205.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%205.png
2008 Caban 10.1109/TVCG.2008.169 6.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%206.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%206.png
2008 Caban 10.1109/TVCG.2008.169 7.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%207.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%207.png
2008 Caban 10.1109/TVCG.2008.169 8.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%208.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%208.png
2008 Caban 10.1109/TVCG.2008.169 9.png,Vis,2008,14,Texture-based Transfer Functions for Direct Volume Rendering,10.1109/TVCG.2008.169,Jesus J. Caban;Penny Rheingans,http://dx.doi.org/10.1109/TVCG.2008.169,J,"visualization, statistical analysis, volume rendering, data variability, medical imaging",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Caban%2010.1109:TVCG.2008.169%209.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Caban%2010.1109:TVCG.2008.169%209.png
2008 Chan 10.1109/TVCG.2008.159 1.png,Vis,2008,7,Relation-Aware Volume Exploration Pipeline,10.1109/TVCG.2008.159,Ming-Yuen Chan;Huamin Qu;Ka-Kei Chung;Wai-Ho Mak;Yingcai Wu,http://dx.doi.org/10.1109/TVCG.2008.159,J,"Exploratory Visualization, Relation-Based Visualization, Visualization Pipeline",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Chan%2010.1109:TVCG.2008.159%201.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Chan%2010.1109:TVCG.2008.159%201.png
2008 Chan 10.1109/TVCG.2008.159 2.png,Vis,2008,7,Relation-Aware Volume Exploration Pipeline,10.1109/TVCG.2008.159,Ming-Yuen Chan;Huamin Qu;Ka-Kei Chung;Wai-Ho Mak;Yingcai Wu,http://dx.doi.org/10.1109/TVCG.2008.159,J,"Exploratory Visualization, Relation-Based Visualization, Visualization Pipeline",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Chan%2010.1109:TVCG.2008.159%202.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Chan%2010.1109:TVCG.2008.159%202.png
2008 Chan 10.1109/TVCG.2008.159 3.png,Vis,2008,7,Relation-Aware Volume Exploration Pipeline,10.1109/TVCG.2008.159,Ming-Yuen Chan;Huamin Qu;Ka-Kei Chung;Wai-Ho Mak;Yingcai Wu,http://dx.doi.org/10.1109/TVCG.2008.159,J,"Exploratory Visualization, Relation-Based Visualization, Visualization Pipeline",http://web.cse.ohio-state.edu/~li.8950/data/image/visthumbnail/2008%20Chan%2010.1109:TVCG.2008.159%203.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis_images/2008%20Chan%2010.1109:TVCG.2008.159%203.png
